post_id,run_id,scraped_at,source_txt,price,year,make,model,mileage,body_type,color,condition,city,state,zip_code,llm_provider,llm_model,llm_ts
7926305942,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7926305942.txt,25000.0,2001,Ford,Mustang GT,6793,coupe,yellow,like new,Wallingford,CT,,vertex,gemini-2.5-flash,2026-04-08T01:16:50.223082Z
7925591785,20260408000006,2026-04-08T00:00:06Z,scrapes/20260408000006/7925591785.txt,18300.0,2017,Porsche,Macan,78600,SUV,black,excellent,Shelton,CT,,vertex,gemini-2.5-flash,2026-04-08T00:15:11.385546Z
7925776376,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7925776376.txt,2000.0,2016,chevy,silverado 1500,90000,pickup,blue,like new,NORTH HAVEN,CT,,vertex,gemini-2.5-flash,2026-04-08T01:15:11.105393Z
7926096539,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7926096539.txt,3500.0,1940,Ford,Sedan,40000,sedan,green,fair,Milford,CT,,vertex,gemini-2.5-flash,2026-04-08T01:16:31.708114Z
7925336756,20260408000006,2026-04-08T00:00:06Z,scrapes/20260408000006/7925336756.txt,10998.0,2017,Subaru,Legacy,124781,Sedan,White,Used,East Granby,CT,06026,vertex,gemini-2.5-flash,2026-04-08T00:14:53.976230Z
7925871301,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7925871301.txt,900.0,1991,Saab,900S,216000,convertible,red,fair,Sandy Hook,CT,,vertex,gemini-2.5-flash,2026-04-08T01:15:31.747370Z
7925673628,20260408000006,2026-04-08T00:00:06Z,scrapes/20260408000006/7925673628.txt,3500.0,2010,Volkswagen,Jetta S,191000,wagon,blue,excellent,Shelton,CT,,vertex,gemini-2.5-flash,2026-04-08T00:15:33.732601Z
7925906358,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7925906358.txt,10998.0,2014,Subaru,Outback,106997,Wagon,Tan,Used,East Granby,CT,06026,vertex,gemini-2.5-flash,2026-04-08T01:15:37.336794Z
7924825235,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7924825235.txt,5995.0,2012,Honda,Civic LX,159543,sedan,red,excellent,Branford,CT,,vertex,gemini-2.5-flash,2026-04-08T01:14:01.608943Z
7923457320,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7923457320.txt,14950.0,2013,Lexus,ES350,79000,sedan,grey,excellent,Branford,CT,,vertex,gemini-2.5-flash,2026-04-08T01:12:52.501512Z
7923757298,20260408000006,2026-04-08T00:00:06Z,scrapes/20260408000006/7923757298.txt,1000.0,2012,Nissan,Altima SL,267000,,,,Stratford,CT,,vertex,gemini-2.5-flash,2026-04-08T00:12:57.478979Z
7925602918,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7925602918.txt,5000.0,2021,Tesla,Model Y,61000,wagon,white,like new,North Haven,CT,,vertex,gemini-2.5-flash,2026-04-08T01:14:41.709102Z
7924093354,20260408000006,2026-04-08T00:00:06Z,scrapes/20260408000006/7924093354.txt,21000.0,2017,Subaru,outback 3.6,80000,SUV,white,excellent,Killingworth,CT,,vertex,gemini-2.5-flash,2026-04-08T00:13:44.175741Z
7924685857,20260408000006,2026-04-08T00:00:06Z,scrapes/20260408000006/7924685857.txt,4800.0,2010,Chevrolet,Express 2500 Cargo,280000,van,grey,good,Naugatuck,CT,,vertex,gemini-2.5-flash,2026-04-08T00:14:09.611944Z
7925423031,20260408000006,2026-04-08T00:00:06Z,scrapes/20260408000006/7925423031.txt,,2022,Acura,TLX TYPE S,24000,sedan,red,like new,North Haven,CT,,vertex,gemini-2.5-flash,2026-04-08T00:15:02.376103Z
7924005476,20260408000006,2026-04-08T00:00:06Z,scrapes/20260408000006/7924005476.txt,3288.0,2002,Dodge,Neon,150000,,,,Wallingford,CT,,vertex,gemini-2.5-flash,2026-04-08T00:13:29.606317Z
7923627347,20260408000006,2026-04-08T00:00:06Z,scrapes/20260408000006/7923627347.txt,20000.0,2023,volkswagen,tiguan,22500,SUV,grey,excellent,New Milford,CT,,vertex,gemini-2.5-flash,2026-04-08T00:47:34.359674Z
7926031130,20260408000006,2026-04-08T00:00:06Z,scrapes/20260408000006/7926031130.txt,9295.0,2015,HONDA,CIVIC LX,156884,,silver,good,North Branford,CT,,vertex,gemini-2.5-flash,2026-04-08T00:17:24.375820Z
7925909939,20260408000006,2026-04-08T00:00:06Z,scrapes/20260408000006/7925909939.txt,10850.0,2015,Ford,Fusion,92276,sedan,black,Used,Bridgeport,CT,06606,vertex,gemini-2.5-flash,2026-04-08T00:16:32.415532Z
7922723123,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7922723123.txt,48920.0,2018,Lexus,LC 500,19539,,,excellent,New Haven,CT,,vertex,gemini-2.5-flash,2026-04-08T01:12:11.021056Z
7925687438,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7925687438.txt,12500.0,2020,Dodge,Charger,89000,sedan,,excellent,East Haven,CT,,vertex,gemini-2.5-flash,2026-04-08T01:14:58.734893Z
7926028695,20260408000006,2026-04-08T00:00:06Z,scrapes/20260408000006/7926028695.txt,6995.0,2006,TOYOTA,SEQUOIA SR5,167781,SUV,grey,good,NORTH BRANFORD,CT,,vertex,gemini-2.5-flash,2026-04-08T00:17:19.276087Z
7926295610,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7926295610.txt,7500.0,2016,volkswagen,tiguan,75000,SUV,white,good,New Haven,CT,,vertex,gemini-2.5-flash,2026-04-08T01:16:45.445198Z
7924043271,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7924043271.txt,5800.0,2005,Chevrolet,Avalanche 1500 LTZ 4x4,215000,truck,,good,Stratford,CT,,vertex,gemini-2.5-flash,2026-04-08T01:13:19.820644Z
7925776507,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7925776507.txt,,2016,chevy,silverado 1500,90000,pickup,blue,like new,North Haven,CT,,vertex,gemini-2.5-flash,2026-04-08T01:15:18.156681Z
7924660924,20260408000006,2026-04-08T00:00:06Z,scrapes/20260408000006/7924660924.txt,9998.0,2016,Subaru,Crosstrek,147973,Wagon,White,Used,East Granby,CT,06026,vertex,gemini-2.5-flash,2026-04-08T00:14:04.167580Z
7923005029,20260408000006,2026-04-08T00:00:06Z,scrapes/20260408000006/7923005029.txt,3800.0,2012,mazda,5,172000,van,grey,excellent,Shelton,CT,,vertex,gemini-2.5-flash,2026-04-08T00:47:17.552220Z
7925286956,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7925286956.txt,5000.0,1995,Jeep,Wrangler YJ,174000,offroad,green,good,North Branford,CT,,vertex,gemini-2.5-flash,2026-04-08T01:14:28.438656Z
7923778321,20260408000006,2026-04-08T00:00:06Z,scrapes/20260408000006/7923778321.txt,3000.0,2009,CHEVROLET,COBALT,140000,,,,Wallingford,CT,06492,vertex,gemini-2.5-flash,2026-04-08T00:13:00.241357Z
7923722098,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7923722098.txt,28900.0,2015,Chrysler,Town & Country,51345,Minivan/Van,White,Pre-Owned,Dallas,GA,,vertex,gemini-2.5-flash,2026-04-08T01:13:03.809197Z
7925273874,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7925273874.txt,3288.0,2002,Dodge,Neon,150000,,,,Wallingford,CT,,vertex,gemini-2.5-flash,2026-04-08T01:14:22.577793Z
7925305513,20260408000006,2026-04-08T00:00:06Z,scrapes/20260408000006/7925305513.txt,16900.0,2017,Land Rover,Range Rover Sport,95262,Sport Utility,Borealis Black Metallic,Used,Bridgeport,CT,,vertex,gemini-2.5-flash,2026-04-08T00:14:42.576486Z
7925619387,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7925619387.txt,2000.0,2016,chevy,silverado 1500,90000,pickup,blue,like new,NORTH HAVEN,CT,,vertex,gemini-2.5-flash,2026-04-08T01:14:52.430957Z
7922723740,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7922723740.txt,29920.0,2018,Ford,F-150,71621,pickup,,excellent,New Haven,CT,,vertex,gemini-2.5-flash,2026-04-08T01:12:13.846831Z
7922811843,20260408000006,2026-04-08T00:00:06Z,scrapes/20260408000006/7922811843.txt,2999.0,2011,Chevy,Malibu,165000,sedan,silver,good,Stratford,CT,,vertex,gemini-2.5-flash,2026-04-08T00:47:01.729627Z
7925962860,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7925962860.txt,24500.0,1931,Ford,Model A Sport Coupe,91710,coupe,brown,good,Montville,NJ,,vertex,gemini-2.5-flash,2026-04-08T01:16:14.865781Z
7923269477,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7923269477.txt,12800.0,2014,Mazda,CX-5,99800,Sport Utility,Gray Meteor Gray Mica,Clean,Stamford,CT,,vertex,gemini-2.5-flash,2026-04-08T01:12:38.512135Z
7925619188,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7925619188.txt,9900.0,2018,Subaru,Crosstrek,173000,wagon,red,excellent,Branford,CT,,vertex,gemini-2.5-flash,2026-04-08T01:14:47.014129Z
7924810376,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7924810376.txt,12000.0,2016,Mercedes-Benz,Sprinter 3500,200489,van,white,excellent,Hamden,CT,,vertex,gemini-2.5-flash,2026-04-08T01:13:55.509039Z
7924615716,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7924615716.txt,2500.0,2002,Mercedes,S430,200000,sedan,silver,good,Hamden,CT,,vertex,gemini-2.5-flash,2026-04-08T01:13:49.608434Z
7924070470,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7924070470.txt,20900.0,2019,Lexus,RX 350L AWD SUV,149541,SUV,white,like new,Meriden,CT,,vertex,gemini-2.5-flash,2026-04-08T01:13:27.142275Z
7925348793,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7925348793.txt,9885.0,2015,Mercedes-Benz,GLK350 4-matic Luxury SUV,130000,SUV,white,excellent,Branford,CT,,vertex,gemini-2.5-flash,2026-04-08T01:14:33.808378Z
7923911742,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7923911742.txt,3500.0,2000,Ford,Ranger,104000,pickup,black,good,New Haven,CT,,vertex,gemini-2.5-flash,2026-04-08T01:13:14.888954Z
7923121216,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7923121216.txt,3288.0,2002,Dodge,Neon,150000,,,,Wallingford,CT,,vertex,gemini-2.5-flash,2026-04-08T01:12:28.620239Z
7925830296,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7925830296.txt,74495.0,2026,Chrysler,Pacifica,25,minivan,Silver,new,Hudson,NH,03051,vertex,gemini-2.5-flash,2026-04-08T01:15:25.908669Z
7923939433,20260408000006,2026-04-08T00:00:06Z,scrapes/20260408000006/7923939433.txt,6800.0,2009,Jeep,Grand Cherokee Laredo,117810,SUV,black,,West Haven,CT,06516,vertex,gemini-2.5-flash,2026-04-08T00:13:24.420677Z
7925776466,20260408000006,2026-04-08T00:00:06Z,scrapes/20260408000006/7925776466.txt,,2018,Acura,TLX a-spec,30000,sedan,red,like new,North Haven,CT,,vertex,gemini-2.5-flash,2026-04-08T00:16:06.475940Z
7923687600,20260408000006,2026-04-08T00:00:06Z,scrapes/20260408000006/7923687600.txt,10950.0,2015,Mercedes-Benz,GL 450 4MATIC,124948,SUV,black,excellent,Meriden,CT,,vertex,gemini-2.5-flash,2026-04-08T00:47:40.750666Z
7925909002,20260408010005,2026-04-08T01:00:05Z,scrapes/20260408010005/7925909002.txt,12300.0,2014,Ford,Econoline Cargo Van e-250,91374,Full-size Cargo Van,Oxford White,Used,Bridgeport,CT,06606,vertex,gemini-2.5-flash,2026-04-08T01:15:43.908443Z
7925617774,20260408000006,2026-04-08T00:00:06Z,scrapes/20260408000006/7925617774.txt,11900.0,2014,Honda,CR-V EX,130000,SUV,brown,excellent,Branford,CT,,vertex,gemini-2.5-flash,2026-04-08T00:15:18.279361Z
